Course ID,Course Subject,Course Number,Course Name,Career,Course Description
027218,PHYS,226,Introductory Experimental Waves and Modern Physics,UGRD,"This laboratory course covers the fundamental experiments in waves and modern physics. Experiments include spectrometer measurements. Newtons rings and measurements involving radioactivity. Laboratory only, 10 experiments.Prerequisite: PHYS 206 previously or concurrently, or permission of the Department.NOTE: Students in programs leading to the BSc degree may not take this course for credit to be applied to their program of concentration."
027220,PHYS,232,Methods of Theoretical Physics I,UGRD,"Prerequisite: MAST 218 previously or concurrently. First-order differential equations, linear and separable equations, integrating factors, applications. Second-order linear differential equations. Fundamental solutions, linear independence, Wronskian. Nonhomogeneous equations, general solution, method of undetermined coefficients, variation of parameters, applications. Power-series solutions of differential equations, examples. Systems of first-order linear equations. Review of linear algebra, diagonalization of matrices, eigenvalues. Lectures only."
027223,PHYS,236,Numerical Analysis in Physics,UGRD,"Basic numerical analysis, symbolic and numerical computation and programming with a computer language and/or mathematics software program, curve fitting. Numerical solutions to linear and nonlinear ordinary and partial differential equations, difference equations. Gaussian elimination, LU decomposition, least-square approximation, linear systems of equations. Numerical differentiation and integration."
027226,PHYS,244,CLASSICAL MECHANICS II,UGRD,Please see UGRD Calendar
027228,PHYS,245,Classical Mechanics,UGRD,"Prerequisite: MATH 204, 205 or equivalent. Statics of rigid bodies, work and potential functions, motion in uniform field. Particle motion in an accelerated frame, rotation coordinate systems, motion in a resisting medium, small oscillations, damped (harmonic) motion, motion under central forces, mechanics of a rigid body, dynamics of systems of particles, motion of rigid bodies in three dimensions, elements of Lagrangian mechanics. Lectures only."
027229,PHYS,252,Optics,UGRD,"Prerequisite: PHYS 206. Wave equation, phasors, EM waves, linear, circular and elliptical polarization, polariscope, Malus’ law, dichroism, polaroid, polarizing Prism, quarter and half wave plates, wave superposition, interference, Young’s double slit experiment, Michelson interferometer, reflectance and transmittance of thin films, interferometers, dispersion, elements of Fourier analysis, diffraction, single slit diffraction, double slit, Fraunhofer and Fresnel limits, diffraction grating, Fresnel diffraction, instruments, introduction to lasers."
027230,PHYS,253,Electricity and Magnetism I,UGRD,"Prerequisite: PHYS 205 or equivalent; MAST 218 or equivalent, previously or concurrently. Electrostatics, Gauss’ law, electric potential, curl and divergence of fields, capacitance, RC circuits, Laplace’s equation, Legendre equation, method of images, multipole expansion, dielectrics, polarization, dipole moments, electric displacement."
027232,PHYS,260,Introductory Biophysics,UGRD,"Cell physiology; macromolecules and molecular devices; transmission of genetic information; random walks, friction and diffusion; Reynolds number; entropy, temperature and free energy; entropic forces; chemical forces; self-assembly; membranes; active transport; nerve impulses. Overview of experimental techniques: X-ray crystallography; atomic force, electron and optical microscopies; patch-clamp techniques."
027233,PHYS,273,Energy and Environment,UGRD,"This course studies energy — a critical resource for civilization — and the impact of energy consumption on societies and the environment. Topics include renewable and non-renewable energy sources, the physics of energy including the second law of thermodynamics and the notion of entropy, energy production and distribution, and social and global environmental issues such as pollution, sustainability, climate change, regulation and the future of energy. Lectures only."
027234,PHYS,290,Experimental Electronics,UGRD,"Prerequisite: PHYS 205, 225 or equivalent. A practical laboratory course in electronics. This course explores the usage of electronic measuring instruments and components. Experiments include power supplies, transistor amplifiers, operational amplifiers, oscillators, audio and radio frequency amplifiers."
027235,PHYS,291,Experimental Mechanics I,UGRD,"Experiments include pendulum, coefficient of restitution, centrifugal force, rotational inertia, inelastic impact.Prerequisite: PHYS 245 previously or concurrently."
027237,PHYS,293,Experimental Electricity and Magnetism I,UGRD,"Experiments include motion of electrons in electric and magnetic fields, exponential relaxation, damped oscillations, resonance, non-linearity, negative resistance.Prerequisite: PHYS 253 previously or concurrently."
027241,PHYS,297,Experimental Optics,UGRD,"An experimental course in optics. Experiments include diffraction, optical instruments, resonance, and various experiments using lasers. Laboratory only, 10 experiments.Prerequisite: PHYS 252 previously or concurrently.NOTE: Students who have received credit for PHYS 392 may not take this course for credit."
027266,PHYS,334,Thermodynamics,UGRD,"Prerequisite: PHYS 204 or equivalent; MAST 218, 219 or equivalent. Equation of state, ideal and real gases, thermodynamic surfaces, first law of thermodynamics, isothermal and adiabatic processes, the energy equation, liquefaction of gases, Carnot engine, second law of thermodynamics, entropy, third law, thermodynamic potentials, Clausius-Clapeyron equation, kinetic theory, equipartition of energy, Van der Waals’ equation, transport phenomena, probability and thermal distributions. Lectures only."
027267,PHYS,335,Methods of Theoretical Physics II,UGRD,"Prerequisite: PHYS 232 or equivalent; MAST 219 previously or concurrently. Function of a complex variable, Fourier series, applications to a vibrating string, heat conduction, Fourier transform, Laplace transform, application to differential equations, delta functions, eigenvalue problems. Lectures only."
027270,PHYS,345,Advanced Classical Mechanics,UGRD,"Prerequisite: PHYS 232 or equivalent; PHYS 245 or equivalent; MAST 219. Survey of Newtonian mechanics; D’Alembert’s principle and Lagrangian formulation; variational formulation and Hamilton’s principle. Hamiltonian formulation, canonical transformations, Poisson brackets (connection to quantum mechanics); central force motion; planetary motion; scattering in a central field, dynamics of rigid bodies; Euler’s equations; Hamilton-Jacobi theory, applications. Introduction to non-linear mechanics."
027279,PHYS,354,Electricity and Magnetism II,UGRD,"Prerequisite: PHYS 253 or equivalent; MAST 219 or equivalent, previously or concurrently. Biot-Savart Law, Ampere’s law, divergence and curl of B, magnetic vector potential, magnetization, ferromagnetism, electromagnetic induction, motional EMF, inductance, transformer, ac-circuits, Maxwell’s equations, the wave equation, polarization, reflection and transmission of em waves, rectangular wave guide, half-wave antenna. Lectures only."
027280,PHYS,355,ELECTRONICS,UGRD,"Basic circuit analysis, network theorems, maximum power transfer, diode characteristics and circuits, power supply designs, transistor characteristics, incremental equivalent circuits, input and output impedance calculations, emitter follower and Darlington amplifiers, power amplifiers, dc stabilization and negative feedback, operational amplifiers, phase detection, frequency multiplier and special circuits. Lectures only."
